,loss,mae,val_loss,val_mae
0,807.3641357421875,23.04984474182129,641.0333862304688,21.8389835357666
1,713.9110717773438,22.150014877319336,603.116455078125,20.164817810058594
2,662.44921875,21.37643814086914,584.2567138671875,19.65104866027832
3,561.7926635742188,19.75440788269043,509.23248291015625,17.263580322265625
4,569.2245483398438,18.782522201538086,541.6868286132812,20.054710388183594
5,465.6317138671875,17.12516212463379,436.74169921875,16.245275497436523
6,384.9261169433594,15.177167892456055,440.43914794921875,16.534412384033203
7,390.626953125,15.038159370422363,466.6847229003906,17.741722106933594
8,353.0538330078125,14.445097923278809,471.08477783203125,15.941560745239258
9,332.1478576660156,13.772995948791504,444.6187744140625,16.605100631713867
10,298.6786193847656,13.013660430908203,455.64923095703125,15.461525917053223
11,237.2211456298828,11.649300575256348,472.2327575683594,15.507533073425293
12,208.5902557373047,10.698060989379883,437.8674621582031,14.993989944458008
13,201.90438842773438,10.402846336364746,434.7617492675781,15.102323532104492
14,154.06277465820312,9.146510124206543,409.8624267578125,14.52242374420166
15,129.25379943847656,8.128527641296387,427.75775146484375,15.147015571594238
16,102.67076110839844,7.302015781402588,422.0555725097656,14.476632118225098
17,87.52130889892578,6.524659156799316,425.5661315917969,14.596409797668457
18,80.72212219238281,6.347667217254639,394.7530517578125,14.069912910461426
19,65.57061004638672,5.511275768280029,415.0473327636719,14.47819709777832
