,loss,mae,val_loss,val_mae
0,1037.49462890625,24.679155349731445,958.1535034179688,23.234407424926758
1,726.3472900390625,21.0781307220459,771.5887451171875,20.95452117919922
2,698.6130981445312,20.256481170654297,842.8824462890625,21.39867401123047
3,651.004638671875,19.208261489868164,561.8187255859375,17.298580169677734
4,589.5067749023438,18.021581649780273,487.2873840332031,16.218549728393555
5,592.18212890625,17.729040145874023,664.4536743164062,18.50482177734375
6,565.5555419921875,17.44910430908203,544.79150390625,17.0640811920166
7,542.3742065429688,17.033016204833984,600.6088256835938,17.333494186401367
8,515.8585205078125,16.30730438232422,445.4781188964844,15.107257843017578
9,494.0594787597656,16.000272750854492,565.1168823242188,16.98948860168457
10,526.5953369140625,16.591960906982422,459.1737976074219,15.592148780822754
11,489.3255920410156,16.21417808532715,490.270751953125,15.493778228759766
