,loss,mae,val_loss,val_mae
0,819.3286743164062,23.769678115844727,645.1893310546875,21.474271774291992
1,740.9177856445312,22.929841995239258,627.7648315429688,21.207612991333008
2,641.2614135742188,21.4229679107666,494.6158142089844,18.813220977783203
3,638.5922241210938,20.8375244140625,562.5933227539062,20.312938690185547
4,519.04248046875,18.584043502807617,389.796142578125,16.210268020629883
5,426.2637023925781,16.152231216430664,342.97821044921875,14.602517127990723
6,330.9834899902344,14.01490592956543,353.1662292480469,14.746503829956055
7,262.0953369140625,12.130955696105957,366.8785705566406,14.293869972229004
8,267.47052001953125,12.139776229858398,326.8298645019531,14.039237022399902
9,207.12388610839844,10.717684745788574,354.3439025878906,14.588815689086914
10,147.8459930419922,8.816895484924316,501.48486328125,17.431625366210938
11,136.90536499023438,8.563762664794922,346.8753356933594,14.101009368896484
