,accuracy,loss,val_accuracy,val_loss
0,0.5243750214576721,1.7452675104141235,0.5049999952316284,1.6382746696472168
1,0.5356249809265137,1.3431289196014404,0.5049999952316284,1.5156062841415405
2,0.5403125286102295,1.3021888732910156,0.5099999904632568,1.3216689825057983
3,0.546875,1.2415639162063599,0.5462499856948853,1.2808823585510254
4,0.5728124976158142,1.2084999084472656,0.5325000286102295,1.3216032981872559
5,0.5746874809265137,1.1890385150909424,0.550000011920929,1.1833778619766235
6,0.5943750143051147,1.1367031335830688,0.5724999904632568,1.2030795812606812
7,0.606249988079071,1.1141623258590698,0.5774999856948853,1.186581015586853
8,0.6071875095367432,1.0735573768615723,0.5699999928474426,1.212093472480774
9,0.6240624785423279,1.035158634185791,0.59375,1.1195892095565796
10,0.6468750238418579,0.9794777631759644,0.59375,1.1062829494476318
11,0.6643750071525574,0.9184722304344177,0.5962499976158142,1.0806164741516113
