,loss,mae,val_loss,val_mae
0,586.965087890625,19.47878646850586,425.4400329589844,16.760080337524414
1,423.5032043457031,15.79723072052002,401.6510009765625,14.618316650390625
2,357.88922119140625,14.21302318572998,307.03863525390625,13.02845287322998
3,298.35687255859375,12.81903076171875,270.580078125,12.341890335083008
4,263.21868896484375,11.955044746398926,253.42127990722656,11.847658157348633
5,239.1459503173828,11.29604434967041,250.72930908203125,11.225674629211426
6,201.77696228027344,10.292098045349121,224.376708984375,10.807580947875977
7,179.88186645507812,9.684264183044434,274.4377746582031,12.793044090270996
8,156.55628967285156,9.07047176361084,239.2598114013672,11.07183837890625
9,140.91505432128906,8.503715515136719,233.55789184570312,11.093122482299805
10,126.41844177246094,8.047889709472656,234.48919677734375,10.84554672241211
11,118.6635513305664,7.712826728820801,222.14413452148438,10.453259468078613
