,loss,mae,val_loss,val_mae
0,970.71630859375,24.172340393066406,559.7067260742188,19.988433837890625
1,648.1595458984375,22.065134048461914,620.6668701171875,22.079425811767578
2,633.8651123046875,21.670841217041016,578.5123291015625,20.95787239074707
3,637.294189453125,21.445968627929688,587.5079956054688,21.242717742919922
4,634.4702758789062,21.609004974365234,588.7366333007812,21.279277801513672
5,634.24951171875,21.70866584777832,591.9930419921875,21.372751235961914
6,635.8865966796875,21.562332153320312,586.5230102539062,21.213064193725586
7,634.61962890625,21.672161102294922,584.71240234375,21.158935546875
8,633.8819580078125,21.566743850708008,583.2078857421875,21.11252784729004
9,636.8737182617188,21.68768882751465,591.1561279296875,21.34917640686035
10,633.842041015625,21.60608673095703,575.7584228515625,20.85867691040039
11,634.3739013671875,21.539600372314453,583.3314208984375,21.116390228271484
12,634.2285766601562,21.606786727905273,597.4342041015625,21.519367218017578
13,636.3543701171875,21.81938362121582,570.3435668945312,20.637489318847656
14,637.7051391601562,21.376646041870117,579.0487060546875,20.976390838623047
15,635.2595825195312,21.73199462890625,585.6815185546875,21.188129425048828
16,634.61279296875,21.50439453125,585.2238159179688,21.174407958984375
17,639.1600341796875,21.77604866027832,571.4177856445312,20.684810638427734
18,635.425048828125,21.568735122680664,601.7391357421875,21.63148307800293
19,636.7374267578125,21.648914337158203,586.0496826171875,21.199087142944336
