,loss,mae,val_loss,val_mae
0,789.434326171875,23.408536911010742,575.1729736328125,20.275754928588867
1,659.3035278320312,21.5977783203125,500.10791015625,18.641590118408203
2,556.5077514648438,19.308923721313477,524.0503540039062,19.24506187438965
3,516.1464233398438,17.930892944335938,405.6700744628906,16.650310516357422
4,379.2982482910156,14.95901107788086,422.6142883300781,16.449552536010742
5,311.2339782714844,13.640820503234863,341.79046630859375,14.212109565734863
6,283.4910583496094,12.632843017578125,371.3958435058594,15.159366607666016
7,200.11183166503906,10.634321212768555,333.3112487792969,14.03009033203125
8,187.9696807861328,10.097524642944336,435.7197570800781,16.055252075195312
9,137.13442993164062,8.568853378295898,318.21539306640625,13.414345741271973
10,106.07774353027344,7.324091911315918,361.48858642578125,14.280115127563477
11,78.41888427734375,6.229909896850586,368.16827392578125,13.971532821655273
