,loss,mae,val_loss,val_mae
0,1230.611083984375,26.776851654052734,883.710693359375,22.27918815612793
1,737.7203979492188,22.451923370361328,783.1423950195312,21.361980438232422
2,701.7738037109375,22.02079200744629,746.2041015625,20.94060707092285
3,685.7488403320312,21.84476089477539,774.5164794921875,21.0245304107666
4,685.1712036132812,21.63985252380371,761.0787963867188,20.842382431030273
5,663.3770141601562,21.407764434814453,692.194580078125,20.273426055908203
6,670.5313720703125,21.600507736206055,703.634765625,20.212736129760742
7,635.4695434570312,20.979612350463867,693.100830078125,19.5775089263916
8,597.9151611328125,19.730587005615234,570.6383056640625,18.978778839111328
9,573.3253173828125,19.630229949951172,574.9475708007812,17.945871353149414
10,520.1797485351562,17.908899307250977,507.4340515136719,16.979263305664062
11,483.8732604980469,17.35678482055664,463.0729064941406,16.805082321166992
12,466.85516357421875,16.806955337524414,576.4334106445312,17.2270565032959
13,415.06121826171875,15.541899681091309,502.7820739746094,16.4476261138916
14,440.8973693847656,16.314556121826172,470.4866943359375,16.645784378051758
15,401.14013671875,15.425366401672363,520.2083740234375,16.447202682495117
16,403.81671142578125,15.188858985900879,507.5544738769531,16.216527938842773
17,362.62042236328125,14.431138038635254,468.6047058105469,15.224735260009766
18,368.7095642089844,14.366816520690918,470.1224060058594,16.357114791870117
19,360.7606506347656,14.419512748718262,535.5957641601562,16.373327255249023
