,loss,mae,val_loss,val_mae
0,735.4290771484375,22.0169677734375,575.5371704101562,20.397005081176758
1,534.6290283203125,18.847505569458008,501.5589599609375,18.631336212158203
2,430.8908996582031,16.219499588012695,420.8399963378906,15.635394096374512
3,359.4015197753906,14.285719871520996,382.0387878417969,14.933087348937988
4,302.5181579589844,12.894309997558594,394.4460144042969,15.204538345336914
5,267.691650390625,12.056209564208984,399.5811767578125,14.15081787109375
6,218.9190673828125,10.705236434936523,401.8427429199219,13.950836181640625
7,176.5388641357422,9.495318412780762,396.4366455078125,13.718766212463379
8,148.08624267578125,8.657803535461426,382.45550537109375,14.021212577819824
9,125.9346694946289,7.8356523513793945,380.9983215332031,13.374643325805664
10,105.43701171875,6.970666408538818,410.81134033203125,13.682490348815918
11,90.0753402709961,6.443154335021973,376.3465576171875,13.406930923461914
